Year,Jury.or.Televoting,From.country,To.country,Points
2019,T,Spain,Iceland,3
2019,T,Spain,Czech Republic,0
2019,T,Spain,Denmark,0
2019,T,Spain,Slovenia,0
2019,T,Spain,France,4
2019,T,Spain,Cyprus,0
2019,T,Spain,Malta,0
2019,T,Spain,Serbia,0
2019,T,Spain,Albania,0
2019,T,Spain,Estonia,0
2019,T,Spain,San Marino,0
2019,T,Spain,Greece,0
2019,T,Spain,Germany,0
2019,T,Spain,Belarus,0
2019,T,Spain,The Netherlands,8
2019,T,Austria,Italy,10
2019,T,Austria,Spain,0
2019,T,Austria,Israel,0
2019,T,Austria,United Kingdom,0
2019,T,Austria,Australia,3
2019,T,Austria,Russia,5
2019,T,Austria,Switzerland,12
2019,T,Austria,Norway,8
2019,T,Austria,Sweden,0
2019,T,Austria,Azerbaijan,0
2019,T,Austria,North Macedonia,0
2019,T,Austria,Iceland,6
2019,T,Austria,Czech Republic,0
2019,T,Austria,Denmark,0
2019,T,Austria,Slovenia,2
2019,T,Austria,France,0
2019,T,Austria,Cyprus,0
2019,T,Austria,Malta,0
2019,T,Austria,Serbia,4
2019,T,Austria,Albania,0
2019,T,Austria,Estonia,0
2019,T,Austria,San Marino,0
2019,T,Austria,Greece,0
2019,T,Austria,Germany,0
2019,T,Austria,Belarus,0
2019,T,Austria,The Netherlands,7
2019,T,Belgium,Italy,8
2019,T,Belgium,Spain,6
2019,T,Belgium,Israel,0
2019,T,Belgium,United Kingdom,0
2019,T,Belgium,Australia,4
2019,T,Belgium,Russia,0
2019,T,Belgium,Switzerland,5
2019,T,Belgium,Norway,7
2019,T,Belgium,Sweden,2
2019,T,Belgium,Azerbaijan,0
2019,T,Belgium,North Macedonia,0
2019,T,Belgium,Iceland,3
2019,T,Belgium,Czech Republic,0
2019,T,Belgium,Denmark,0
2019,T,Belgium,Slovenia,0
2019,T,Belgium,France,10
2019,T,Belgium,Cyprus,0
2019,T,Belgium,Malta,0
2019,T,Belgium,Serbia,0
2019,T,Belgium,Albania,0
2019,T,Belgium,Estonia,0
2019,T,Belgium,San Marino,0
2019,T,Belgium,Greece,0
2019,T,Belgium,Germany,0
2019,T,Belgium,Belarus,0
2019,T,Belgium,The Netherlands,12
2019,T,Croatia,Italy,12
2019,T,Croatia,Spain,0
2019,T,Croatia,Israel,0
2019,T,Croatia,United Kingdom,0
2019,T,Croatia,Australia,0
2019,T,Croatia,Russia,0
2019,T,Croatia,Switzerland,6
2019,T,Croatia,Norway,5
2019,T,Croatia,Sweden,0
2019,T,Croatia,Azerbaijan,0
2019,T,Croatia,North Macedonia,7
2019,T,Croatia,Iceland,3
2019,T,Croatia,Czech Republic,0
2019,T,Croatia,Denmark,0
2019,T,Croatia,Slovenia,10
2019,T,Croatia,France,0
2019,T,Croatia,Cyprus,0
2019,T,Croatia,Malta,0
2019,T,Croatia,Serbia,8
2019,T,Croatia,Albania,0
2019,T,Croatia,Estonia,0
2019,T,Croatia,San Marino,2
2019,T,Croatia,Greece,0
2019,T,Croatia,Germany,0
2019,T,Croatia,Belarus,0
2019,T,Croatia,The Netherlands,4
2019,T,Finland,Italy,3
2019,T,Finland,Spain,0
2019,T,Finland,Israel,0
2019,T,Finland,United Kingdom,0
2019,T,Finland,Australia,6
2019,T,Finland,Russia,4
2019,T,Finland,Switzerland,2
2019,T,Finland,Norway,10
2019,T,Finland,Sweden,7
2019,T,Finland,Azerbaijan,0
2019,T,Finland,North Macedonia,0
2019,T,Finland,Iceland,12
2019,T,Finland,Czech Republic,0
2019,T,Finland,Denmark,0
2019,T,Finland,Slovenia,0
2019,T,Finland,France,0
2019,T,Finland,Cyprus,0
2019,T,Finland,Malta,0
2019,T,Finland,Serbia,0
2019,T,Finland,Albania,0
2019,T,Finland,Estonia,8
2019,T,Finland,San Marino,0
2019,T,Finland,Greece,0
2019,T,Finland,Germany,0
2019,T,Finland,Belarus,0
2019,T,Finland,The Netherlands,5
2019,T,Georgia,Italy,0
2019,T,Georgia,Spain,0
2019,T,Georgia,Israel,4
2019,T,Georgia,United Kingdom,0
2019,T,Georgia,Australia,0
2019,T,Georgia,Russia,8
2019,T,Georgia,Switzerland,0
2019,T,Georgia,Norway,0
2019,T,Georgia,Sweden,6
2019,T,Georgia,Azerbaijan,7
2019,T,Georgia,North Macedonia,2
2019,T,Georgia,Iceland,3
2019,T,Georgia,Czech Republic,0
2019,T,Georgia,Denmark,0
2019,T,Georgia,Slovenia,0
2019,T,Georgia,France,0
2019,T,Georgia,Cyprus,12
2019,T,Georgia,Malta,0
2019,T,Georgia,Serbia,0
2019,T,Georgia,Albania,0
2019,T,Georgia,Estonia,0
2019,T,Georgia,San Marino,10
2019,T,Georgia,Greece,0
2019,T,Georgia,Germany,0
2019,T,Georgia,Belarus,0
2019,T,Georgia,The Netherlands,5
2019,T,Hungary,Italy,4
2019,T,Hungary,Spain,0
2019,T,Hungary,Israel,0
2019,T,Hungary,United Kingdom,0
2019,T,Hungary,Australia,0
2019,T,Hungary,Russia,7
2019,T,Hungary,Switzerland,5
2019,T,Hungary,Norway,10
2019,T,Hungary,Sweden,0
2019,T,Hungary,Azerbaijan,2
2019,T,Hungary,North Macedonia,0
2019,T,Hungary,Iceland,12
2019,T,Hungary,Czech Republic,0
2019,T,Hungary,Denmark,0
2019,T,Hungary,Slovenia,3
2019,T,Hungary,France,0
2019,T,Hungary,Cyprus,0
2019,T,Hungary,Malta,0
2019,T,Hungary,Serbia,0
2019,T,Hungary,Albania,0
2019,T,Hungary,Estonia,0
2019,T,Hungary,San Marino,6
2019,T,Hungary,Greece,0
2019,T,Hungary,Germany,0
2019,T,Hungary,Belarus,0
2019,T,Hungary,The Netherlands,8
2019,T,Ireland,Italy,4
2019,T,Ireland,Spain,0
2019,T,Ireland,Israel,0
2019,T,Ireland,United Kingdom,3
2019,T,Ireland,Australia,10
2019,T,Ireland,Russia,5
2019,T,Ireland,Switzerland,7
2019,T,Ireland,Norway,12
2019,T,Ireland,Sweden,2
2019,T,Ireland,Azerbaijan,0
2019,T,Ireland,North Macedonia,0
2019,T,Ireland,Iceland,6
2019,T,Ireland,Czech Republic,0
2019,T,Ireland,Denmark,0
2019,T,Ireland,Slovenia,0
2019,T,Ireland,France,0
2019,T,Ireland,Cyprus,0
2019,T,Ireland,Malta,0
2019,T,Ireland,Serbia,0
2019,T,Ireland,Albania,0
2019,T,Ireland,Estonia,0
2019,T,Ireland,San Marino,0
2019,T,Ireland,Greece,0
2019,T,Ireland,Germany,0
2019,T,Ireland,Belarus,0
2019,T,Ireland,The Netherlands,8
2019,T,Latvia,Italy,3
2019,T,Latvia,Spain,0
2019,T,Latvia,Israel,0
2019,T,Latvia,United Kingdom,0
2019,T,Latvia,Australia,6
2019,T,Latvia,Russia,12
2019,T,Latvia,Switzerland,0
2019,T,Latvia,Norway,8
2019,T,Latvia,Sweden,0
2019,T,Latvia,Azerbaijan,4
2019,T,Latvia,North Macedonia,0
2019,T,Latvia,Iceland,7
2019,T,Latvia,Czech Republic,0
2019,T,Latvia,Denmark,0
2019,T,Latvia,Slovenia,2
2019,T,Latvia,France,0
2019,T,Latvia,Cyprus,0
2019,T,Latvia,Malta,0
2019,T,Latvia,Serbia,0
2019,T,Latvia,Albania,0
2019,T,Latvia,Estonia,10
2019,T,Latvia,San Marino,0
2019,T,Latvia,Greece,0
2019,T,Latvia,Germany,0
2019,T,Latvia,Belarus,0
2019,T,Latvia,The Netherlands,5
2019,T,Lithuania,Italy,10
2019,T,Lithuania,Spain,0
2019,T,Lithuania,Israel,0
2019,T,Lithuania,United Kingdom,0
2019,T,Lithuania,Australia,0
2019,T,Lithuania,Russia,12
2019,T,Lithuania,Switzerland,2
2019,T,Lithuania,Norway,8
2019,T,Lithuania,Sweden,3
2019,T,Lithuania,Azerbaijan,5
2019,T,Lithuania,North Macedonia,0
2019,T,Lithuania,Iceland,6
2019,T,Lithuania,Czech Republic,0
2019,T,Lithuania,Denmark,0
2019,T,Lithuania,Slovenia,0
2019,T,Lithuania,France,0
2019,T,Lithuania,Cyprus,0
2019,T,Lithuania,Malta,0
2019,T,Lithuania,Serbia,0
2019,T,Lithuania,Albania,0
2019,T,Lithuania,Estonia,4
2019,T,Lithuania,San Marino,0
2019,T,Lithuania,Greece,0
2019,T,Lithuania,Germany,0
2019,T,Lithuania,Belarus,0
2019,T,Lithuania,The Netherlands,7
2019,T,Moldova,Italy,5
2019,T,Moldova,Spain,0
2019,T,Moldova,Israel,7
2019,T,Moldova,United Kingdom,0
2019,T,Moldova,Australia,0
2019,T,Moldova,Russia,12
2019,T,Moldova,Switzerland,4
2019,T,Moldova,Norway,3
2019,T,Moldova,Sweden,0
2019,T,Moldova,Azerbaijan,10
2019,T,Moldova,North Macedonia,0
2019,T,Moldova,Iceland,0
2019,T,Moldova,Czech Republic,2
2019,T,Moldova,Denmark,0
2019,T,Moldova,Slovenia,0
2019,T,Moldova,France,0
2019,T,Moldova,Cyprus,0
2019,T,Moldova,Malta,0
2019,T,Moldova,Serbia,0
2019,T,Moldova,Albania,0
2019,T,Moldova,Estonia,0
2019,T,Moldova,San Marino,8
2019,T,Moldova,Greece,0
2019,T,Moldova,Germany,0
2019,T,Moldova,Belarus,0
2019,T,Moldova,The Netherlands,6
2019,T,Montenegro,Italy,5
2019,T,Montenegro,Spain,0
2019,T,Montenegro,Israel,0
2019,T,Montenegro,United Kingdom,0
2019,T,Montenegro,Australia,0
2019,T,Montenegro,Russia,10
2019,T,Montenegro,Switzerland,0
2019,T,Montenegro,Norway,0
2019,T,Montenegro,Sweden,0
2019,T,Montenegro,Azerbaijan,3
2019,T,Montenegro,North Macedonia,6
2019,T,Montenegro,Iceland,2
2019,T,Montenegro,Czech Republic,0
2019,T,Montenegro,Denmark,0
2019,T,Montenegro,Slovenia,4
2019,T,Montenegro,France,0
2019,T,Montenegro,Cyprus,0
2019,T,Montenegro,Malta,0
2019,T,Montenegro,Serbia,12
2019,T,Montenegro,Albania,7
2019,T,Montenegro,Estonia,0
2019,T,Montenegro,San Marino,8
2019,T,Montenegro,Greece,0
2019,T,Montenegro,Germany,0
2019,T,Montenegro,Belarus,0
2019,T,Montenegro,The Netherlands,0
2019,T,Poland,Italy,7
2019,T,Poland,Spain,0
2019,T,Poland,Israel,0
2019,T,Poland,United Kingdom,0
2019,T,Poland,Australia,6
2019,T,Poland,Russia,3
2019,T,Poland,Switzerland,5
2019,T,Poland,Norway,8
2019,T,Poland,Sweden,0
2019,T,Poland,Azerbaijan,2
2019,T,Poland,North Macedonia,0
2019,T,Poland,Iceland,12
2019,T,Poland,Czech Republic,0
2019,T,Poland,Denmark,0
2019,T,Poland,Slovenia,4
2019,T,Poland,France,0
2019,T,Poland,Cyprus,0
2019,T,Poland,Malta,0
2019,T,Poland,Serbia,0
2019,T,Poland,Albania,0
2019,T,Poland,Estonia,0
2019,T,Poland,San Marino,0
2019,T,Poland,Greece,0
2019,T,Poland,Germany,0
2019,T,Poland,Belarus,0
2019,T,Poland,The Netherlands,10
2019,T,Portugal,Italy,7
2019,T,Portugal,Spain,12
2019,T,Portugal,Israel,0
2019,T,Portugal,United Kingdom,0
2019,T,Portugal,Australia,4
2019,T,Portugal,Russia,10
2019,T,Portugal,Switzerland,5
2019,T,Portugal,Norway,6
2019,T,Portugal,Sweden,0
2019,T,Portugal,Azerbaijan,0
2019,T,Portugal,North Macedonia,0
2019,T,Portugal,Iceland,3
2019,T,Portugal,Czech Republic,0
2019,T,Portugal,Denmark,0
2019,T,Portugal,Slovenia,0
2019,T,Portugal,France,2
2019,T,Portugal,Cyprus,0
2019,T,Portugal,Malta,0
2019,T,Portugal,Serbia,0
2019,T,Portugal,Albania,0
2019,T,Portugal,Estonia,0
2019,T,Portugal,San Marino,0
2019,T,Portugal,Greece,0
2019,T,Portugal,Germany,0
2019,T,Portugal,Belarus,0
2019,T,Portugal,The Netherlands,8
2019,T,Romania,Italy,8
2019,T,Romania,Spain,0
2019,T,Romania,Israel,3
2019,T,Romania,United Kingdom,0
2019,T,Romania,Australia,2
2019,T,Romania,Russia,7
2019,T,Romania,Switzerland,10
2019,T,Romania,Norway,4
2019,T,Romania,Sweden,0
2019,T,Romania,Azerbaijan,6
2019,T,Romania,North Macedonia,0
2019,T,Romania,Iceland,5
2019,T,Romania,Czech Republic,0
2019,T,Romania,Denmark,0
2019,T,Romania,Slovenia,0
2019,T,Romania,France,0
2019,T,Romania,Cyprus,0
2019,T,Romania,Malta,0
2019,T,Romania,Serbia,0
2019,T,Romania,Albania,0
2019,T,Romania,Estonia,0
2019,T,Romania,San Marino,0
2019,T,Romania,Greece,0
2019,T,Romania,Germany,0
2019,T,Romania,Belarus,0
2019,T,Romania,The Netherlands,12
2019,T,Belarus,Italy,3
2019,T,Belarus,Spain,0
2019,T,Belarus,Israel,0
2019,T,Belarus,United Kingdom,0
2019,T,Belarus,Australia,2
2019,T,Belarus,Russia,0
2019,T,Belarus,Switzerland,4
2019,T,Belarus,Norway,8
2019,T,Belarus,Sweden,0
2019,T,Belarus,Azerbaijan,6
2019,T,Belarus,North Macedonia,0
2019,T,Belarus,Iceland,7
2019,T,Belarus,Czech Republic,0
2019,T,Belarus,Denmark,0
2019,T,Belarus,Slovenia,5
2019,T,Belarus,France,0
2019,T,Belarus,Cyprus,0
2019,T,Belarus,Malta,0
2019,T,Belarus,Serbia,0
2019,T,Belarus,Albania,0
2019,T,Belarus,Estonia,0
2019,T,Belarus,San Marino,1
2019,T,Belarus,Greece,0
2019,T,Belarus,Germany,0
2019,T,Belarus,The Netherlands,12
2019,T,Belarus,Russia,0
